REQUEST ID,,SITE LOCATION,STORET STATION,LATITUDE,,LONGITUDE,FIELD ID,DATE SAMPLED,DATE RECEIVED,,DATE ANALYZED,GROUP ID,ANALYSIS,,COMPONENT,,,STORET PARAMETER,RESULT,REMARK,MDL,PQL,UNITS,TEST COMMENTS,MATRIX,TEMPERATURE,SPECIFIC CONDUCTANCE,SALINITY,PH,DISSOLVED O2,SAMPLE DEPTH,BATCH ID,SAMPLE ID,PRESERVATION,REFERENCE METHOD
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,11-Dec-2019 13:20,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.007,I,0.004,0.010,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376222,2142494,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,11-Dec-2019 17:15,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,5.8,,0.10,0.13,NTU,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375711,2142478,ICE,EPA 180.1 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,12-Dec-2019 14:01,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,64,BQ,3,3,cfu/100 mL,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375955,2142437,ICE,SM 9222 D
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,12-Dec-2019 15:43,CHEMISTRY,W-E8321-DI,,AMPA,,,,1.0,U,1.0,4.0,ug/L,MDL for some parameters elevated due to matrix interference. Results confirmed in sample duplicate.  Refer to the Lab Analysis Report for an explanation of QC Codes.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375590,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,12-Dec-2019 15:43,CHEMISTRY,W-E8321-DI,,Glufosinate,,,,1.0,U,1.0,4.0,ug/L,MDL for some parameters elevated due to matrix interference. Results confirmed in sample duplicate.  Refer to the Lab Analysis Report for an explanation of QC Codes.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375590,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,12-Dec-2019 15:43,CHEMISTRY,W-E8321-DI,,Glyphosate,,,,1.0,U,1.0,4.0,ug/L,MDL for some parameters elevated due to matrix interference. Results confirmed in sample duplicate.  Refer to the Lab Analysis Report for an explanation of QC Codes.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375590,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,12-Dec-2019 16:38,BIOLOGY,ENT-24-QT,,Enterococci-Quanti-Tray,,,31649,10.0,UQ,10,10,MPN/100 mL,Laboratory duplicate result is 10 U.  Precision data is unavailable due to the small amount of analyte in the QC sample.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375950,2142449,ICE,Enterolert/QT
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,13-Dec-2019 16:21,CHEMISTRY,W-TSS,,TSS,,,00530,13,,3.0,10,mg/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376327,2142478,ICE,SM 2540 D-97
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,13-Dec-2019 16:28,CHEMISTRY,W-TKN-F,,"Kjeldahl Nitrogen, filtered",,,00623,0.40,,0.16,0.40,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375693,2142486,FILTER-H2SO4-ICE,EPA 351.2 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,14-Dec-2019 01:00,CHEMISTRY,W-E8321-DI,,Acesulfame K,,,,0.10,UJ,0.10,0.40,ug/L,MDL for some parameters elevated due to matrix interference. Results confirmed in sample duplicate.  Refer to the Lab Analysis Report for an explanation of QC Codes.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375590,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,14-Dec-2019 01:00,CHEMISTRY,W-E8321-DI,,Endothall,,,,0.25,UJ,0.25,1.0,ug/L,MDL for some parameters elevated due to matrix interference. Results confirmed in sample duplicate.  Refer to the Lab Analysis Report for an explanation of QC Codes.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375590,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,16-Dec-2019 12:32,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.51,,0.16,0.40,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375793,2142502,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,16-Dec-2019 14:18,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.014,,0.0020,0.0050,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375974,2142486,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,17-Dec-2019 10:27,BIOLOGY,CHL-MDFL-W,,"Chlorophyll-a, Modified Fluorometric",,,32211,6.1,,0.15,0.45,ug/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376015,2142410,ICE,EPA 445.0 (mod)
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,17-Dec-2019 16:33,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.051,,0.0040,0.010,mg P/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375825,2142502,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,18-Dec-2019 04:40,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,5.5,,1.0,2.0,mg C/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376030,2142486,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,18-Dec-2019 09:45,CHEMISTRY,W-E8321-21,,Sucralose,,,99937,0.095,,0.010,0.040,ug/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375590,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,18-Dec-2019 11:23,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.008,I,0.0040,0.010,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376049,2142486,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,18-Dec-2019 13:14,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,5.2,,0.82,2.5,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376133,2142393,ICE,SM 10200 H (mod.)
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,18-Dec-2019 13:14,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,6.1,,0.60,1.8,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376133,2142393,ICE,SM 10200 H (mod.)
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,18-Dec-2019 13:14,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,1.2,I,0.90,2.7,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376133,2142393,ICE,SM 10200 H (mod.)
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,"2,4-D",,,39730,0.0027,I,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Acetaminophen,,,,0.0080,U,0.0080,0.032,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Acetamiprid,,,,0.0020,U,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Afidopyropen,,,,0.0020,UJ,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Bentazon,,,,0.0030,I,8.0E-04,0.0032,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Benzovindiflupyr,,,,0.0020,UJ,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Carbamazepine,,,,8.0E-04,U,8.0E-04,0.0032,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Clothianidin,,,,0.0020,U,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Dinotefuran,,,,0.0020,U,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Diuron,,,,0.0020,U,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Fenuron,,,,0.016,U,0.016,0.064,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Fluridone,,,,8.0E-04,U,8.0E-04,0.0032,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Hydrocodone,,,,0.0020,U,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Ibuprofen,,,,0.020,U,0.020,0.080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Imazapyr,,,,0.058,,0.0040,0.016,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Imidacloprid,,,,0.0020,U,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Linuron,,,,0.0040,U,0.0040,0.016,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,MCPP,,,,0.0020,U,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Mandestrobin,,,,0.0020,UJ,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Naproxen,,,,0.0080,U,0.0080,0.032,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Primidone,,,,0.0040,U,0.0040,0.016,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Pyraclostrobin,,,,0.0020,U,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Thiamethoxam,,,,0.0020,U,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Tolfenpyrad,,,,0.0020,U,0.0020,0.0080,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.1,10-Dec-2019 10:56,11-Dec-2019 10:35,,23-Dec-2019 00:44,CHEMISTRY,W-E8321-MS,,Triclopyr,,,,0.0040,U,0.0040,0.016,ug/L,J - second source check standards for some analytes were not available for analysis.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375653,2142591,ICE,EPA 8321B
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,11-Dec-2019 13:15,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.028,,0.0040,0.010,mg P/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375637,2142495,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,11-Dec-2019 13:21,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.002,U,0.0020,0.0050,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375662,2142495,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,11-Dec-2019 13:21,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.005,I,0.004,0.010,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376222,2142495,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,11-Dec-2019 17:15,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,6.0,,0.10,0.13,NTU,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375711,2142479,ICE,EPA 180.1 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,12-Dec-2019 14:01,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,92,Q,4,4,cfu/100 mL,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375955,2142438,ICE,SM 9222 D
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,13-Dec-2019 16:21,CHEMISTRY,W-TSS,,TSS,,,00530,13,A,3.0,10,mg/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376327,2142479,ICE,SM 2540 D-97
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,13-Dec-2019 16:29,CHEMISTRY,W-TKN-F,,"Kjeldahl Nitrogen, filtered",,,00623,0.46,,0.16,0.40,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375693,2142487,FILTER-H2SO4-ICE,EPA 351.2 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,16-Dec-2019 12:33,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.49,,0.16,0.40,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375793,2142503,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,17-Dec-2019 16:34,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.051,,0.0040,0.010,mg P/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P375825,2142503,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,18-Dec-2019 03:59,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,5.4,,1.0,2.0,mg C/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376030,2142487,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,18-Dec-2019 11:24,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.006,I,0.0040,0.010,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376049,2142487,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,18-Dec-2019 13:14,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,5.8,,0.82,2.5,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376133,2142394,ICE,SM 10200 H (mod.)
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,18-Dec-2019 13:14,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,6.9,,0.60,1.8,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376133,2142394,ICE,SM 10200 H (mod.)
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,18-Dec-2019 13:14,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,1.4,I,0.90,2.7,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376133,2142394,ICE,SM 10200 H (mod.)
RQ-2019-12-02-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut1.2,10-Dec-2019 10:58,11-Dec-2019 10:35,,18-Dec-2019 13:30,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.013,,0.0020,0.0050,mg N/L,,W-BRACKISH,18.8 C,44784 umhos/cm,,6.44 ,,1.2 m,P376274,2142487,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
