"","stationcode","datetimestamp","monitoringprogram","replicate","temperature","specificconductance","ph","dissolvedoxygen","2,4-d1","acetaminophen1","ammonia-n1","bentazon1","carbamazepine1","chlorophyll-a, corrected1","chlorophyll-a, corrected2","chlorophyll-a, modified fluorometric1","chlorophyll-a, uncorrected1","chlorophyll-a, uncorrected2","diuron1","escherichia coli-quanti-tray1","fecal coliforms-membrane filter1","fenuron1","fluridone1","hydrocodone1","ibuprofen1","imazapyr1","imidacloprid1","kjeldahl nitrogen filtered1","kjeldahl nitrogen1","linuron1","mcpp1","naproxen1","nitrate-n1","nitrite-n1","no2no3-n1","o-phosphate-p1","organic carbon1","phaeophytin-a1","phaeophytin-a2","primidone1","pyraclostrobin1","sucralose1","total-p1","triclopyr1","tss1","F_2,4-d1","F_acetaminophen1","F_ammonia-n1","F_bentazon1","F_carbamazepine1","F_chlorophyll-a, corrected1","F_chlorophyll-a, corrected2","F_chlorophyll-a, modified fluorometric1","F_chlorophyll-a, uncorrected1","F_chlorophyll-a, uncorrected2","F_diuron1","F_escherichia coli-quanti-tray1","F_fecal coliforms-membrane filter1","F_fenuron1","F_fluridone1","F_hydrocodone1","F_ibuprofen1","F_imazapyr1","F_imidacloprid1","F_kjeldahl nitrogen filtered1","F_kjeldahl nitrogen1","F_linuron1","F_mcpp1","F_naproxen1","F_nitrate-n1","F_nitrite-n1","F_no2no3-n1","F_o-phosphate-p1","F_organic carbon1","F_phaeophytin-a1","F_phaeophytin-a2","F_primidone1","F_pyraclostrobin1","F_sucralose1","F_total-p1","F_triclopyr1","F_tss1"
"167","gtmpcnut","2018-11-06 00:30:00","2","7","23.433","19290.8","7.31","5.69"," "," ","0.033"," "," ","3.7"," "," ","5.3"," "," "," ","240"," "," "," "," "," "," "," ","0.70"," "," "," ","0.018","0.004","0.022","0.034","17","2.4"," "," "," "," ","0.077"," ","15"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","J","IJ"," "," "," ","I"," "," "," "," "," "," "," "
"168","gtmpcnut","2018-12-04 00:30:00","2","7","20.335","12850","7.34","6.65"," "," ","0.009"," "," ","1.2"," "," ","1.8"," "," "," ","100"," "," "," "," "," "," "," ","0.81"," "," "," ","0.26","0.005","0.26","0.034","26","0.90"," "," "," "," ","0.060"," ","5"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," ","I"
"169","gtmpcnut","2018-01-16 03:00:00","2","8","12.07","329.6","6.71","8.24"," "," ","0.022"," "," ","0.55"," "," ","0.66"," "," "," ","310"," "," "," "," "," "," "," ","0.94"," "," "," ","0.012","0.003","0.013","0.035","32","0.40"," "," "," "," ","0.061"," ","4"," "," "," "," "," ","U"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","U"," "," "," "," "," "," ","I"
"170","gtmpcnut","2018-02-13 03:00:00","2","8","19.681","18474.7","7.14","6.73"," "," ","0.024"," "," ","0.79"," "," ","0.57"," "," "," ","150"," "," "," "," "," "," "," ","0.92"," "," "," ","0.004","0.010","0.013","0.044","31","0.57"," "," "," "," ","0.076"," ","3"," "," "," "," "," ","U"," "," ","U"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," ","U"," "," "," "," "," "," ","U"
"171","gtmpcnut","2018-03-27 03:00:00","2","8","19.68","22744","7.31","6.15"," "," ","0.016"," "," ","5.3"," "," ","6.5"," "," "," ","240"," "," "," "," "," "," "," ","0.47"," "," "," ","0.006","0.002","0.007","0.029","9.0","1.7"," "," "," "," ","0.059"," ","10"," "," "," "," "," ","A"," "," ","A"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","I","U","I"," "," ","I"," "," "," "," "," "," "," "
"172","gtmpcnut","2018-04-25 03:00:00","2","8","22.671","3939.7","7.67","5.21"," "," ","0.033"," "," ","1.6"," "," ","2.3"," "," "," ","210"," "," "," "," "," "," "," ","0.88"," "," "," ","0.032","0.003","0.033","0.048","31","1.1"," "," "," "," ","0.079"," ","5"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"173","gtmpcnut","2018-05-29 03:00:00","2","8","26.078","299.6","6.61","5.16"," "," ","0.011"," "," ","2.3"," "," ","4.3"," "," "," ","150"," "," "," "," "," "," "," ","1.2"," "," "," ","0.016","0.003","0.017","0.047","40","3.1"," "," "," "," ","0.11"," ","17"," "," "," "," "," ","I"," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "
"174","gtmpcnut","2018-06-12 03:00:00","2","8","25.859","368.3","6.41","4.78"," "," ","0.023"," "," ","1.3"," "," ","2.4"," "," "," ","130"," "," "," "," "," "," "," ","1.2"," "," "," ","0.020","0.003","0.021","0.041","39","1.7"," "," "," "," ","0.070"," ","10"," "," "," "," "," ","I"," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"175","gtmpcnut","2018-07-24 03:00:00","2","8","27.958","8559.3","6.99","4.33"," "," ","0.067"," "," ","5.0"," "," ","7.2"," "," "," ","120"," "," "," "," "," "," "," ","0.77"," "," "," ","0.031","0.008","0.039","0.043","23","3.3"," "," "," "," ","0.076"," ","8"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"
"176","gtmpcnut","2018-08-07 03:00:00","2","8","28.068","130.5","6.26","4.52"," "," ","0.01"," "," ","0.58"," "," ","0.80"," "," "," ","250"," "," "," "," "," "," "," ","1.1"," "," "," ","0.011","0.003","0.011","0.034","42","0.40"," "," "," "," ","0.054"," ","4"," "," "," "," "," ","I"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","U"," "," "," "," "," "," ","I"
"177","gtmpcnut","2018-09-05 03:00:00","2","8","29.032","651.4","7.0","4.56"," "," ","0.004"," "," ","3.0"," "," ","4.2"," "," "," ","130"," "," "," "," "," "," "," ","0.79"," "," "," ","0.046","0.003","0.049","0.052","24","1.7"," "," "," "," ","0.081"," ","5"," "," ","I"," "," ","I"," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"178","gtmpcnut","2018-10-23 03:00:00","2","8","23.763","12533","7.0","5.54"," "," ","0.048"," "," ","3.2"," "," ","4.8"," "," "," ","100"," "," "," "," "," "," "," ","0.90"," "," "," ","0.027","0.007","0.034","0.047","26","2.4"," "," "," "," ","0.090"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "
"179","gtmpcnut","2018-11-06 03:00:00","2","8","22.575","7514.1","7.14","5.44"," "," ","0.026"," "," ","1.6"," "," ","2.2"," "," "," ","200"," "," "," "," "," "," "," ","0.70"," "," "," ","0.017","0.005","0.022","0.037","20","0.81"," "," "," "," ","0.064"," ","5"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," ","I"
"180","gtmpcnut","2018-12-04 03:00:00","2","8","19.467","6356.4","7.15","6.67"," "," ","0.009"," "," ","0.79"," "," ","1.1"," "," "," ","96"," "," "," "," "," "," "," ","0.85"," "," "," ","0.26","0.005","0.26","0.034","29","0.86"," "," "," "," ","0.058"," ","5"," "," "," "," "," ","U"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," ","I"
"181","gtmpcnut","2018-01-16 05:30:00","2","9","11.67","297.6","6.66","8.17"," "," ","0.020"," "," ","0.55"," "," ","0.51"," "," "," ","210"," "," "," "," "," "," "," ","0.93"," "," "," "," "," ","0.014"," ","32","0.40"," "," "," "," ","0.055"," ","3"," "," "," "," "," ","U"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," ","I"
"182","gtmpcnut","2018-02-13 05:30:00","2","9","19.418","3236.9","6.73","6.46"," "," ","0.027"," "," ","1.2"," "," ","1.6"," "," "," ","130"," "," "," "," "," "," "," ","0.94"," "," "," ","0.025","0.003","0.025","0.043","32","0.46"," "," "," "," ","0.075"," ","3"," "," "," "," "," ","I"," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"183","gtmpcnut","2018-03-27 05:30:00","2","9","19.35","30881","7.43","6.26"," "," ","0.015"," "," ","4.9"," "," ","6.3"," "," "," ","250"," "," "," "," "," "," "," ","0.46"," "," "," ","0.004","0.002","0.005","0.026","7.8","2.0"," "," "," "," ","0.065"," ","14"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","U","U","I"," "," "," "," "," "," "," "," "," "," "
"184","gtmpcnut","2018-04-25 05:30:00","2","9","22.626","18794.1","7.97","5.56"," "," ","0.037"," "," ","6.2"," "," ","8.3"," "," "," ","100"," "," "," "," "," "," "," ","0.91"," "," "," ","0.011","0.007","0.018","0.038","26","3.2"," "," "," "," ","0.080"," ","16"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"185","gtmpcnut","2018-05-29 05:30:00","2","9","25.362","220.6","6.54","4.6"," "," ","0.008"," "," ","1.4"," "," ","2.4"," "," "," ","150"," "," "," "," "," "," "," ","1.2"," "," "," ","0.012","0.003","0.012","0.042","39","1.5"," "," "," "," ","0.083"," ","7"," "," "," "," "," ","I"," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"186","gtmpcnut","2018-06-12 05:30:00","2","9","25.27","230.1","6.38","4.62"," "," ","0.021"," "," ","0.95"," "," ","1.5"," "," "," ","150"," "," "," "," "," "," "," ","1.2"," "," "," ","0.018","0.003","0.019","0.042","39","0.83"," "," "," "," ","0.069"," ","6"," "," "," "," "," ","I"," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"187","gtmpcnut","2018-07-24 05:30:00","2","9","27.591","5154.9","6.89","3.93"," "," ","0.048"," "," ","3.4"," "," ","4.2"," "," "," ","88"," "," "," "," "," "," "," ","0.84"," "," "," ","0.032","0.008","0.040","0.042","25","1.2"," "," "," "," ","0.079"," ","4"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," ","I"
"188","gtmpcnut","2018-08-07 05:30:00","2","9","28.275","251.8","6.31","4.44"," "," ","0.018"," "," ","1.0"," "," ","1.6"," "," "," ","270"," "," "," "," "," "," "," ","1.1"," "," "," ","0.013","0.003","0.013","0.040","42","0.85"," "," "," "," ","0.061"," ","5"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"189","gtmpcnut","2018-09-05 05:30:00","2","9","29.409","3600.5","7.11","5.15"," "," ","0.024"," "," ","8.0"," "," ","10"," "," "," ","55"," "," "," "," "," "," "," ","0.82"," "," "," ","0.046","0.003","0.049","0.053","23","3.5"," "," "," "," ","0.096"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," ","A"
"190","gtmpcnut","2018-10-23 05:30:00","2","9","23.734","7991.5","6.9","5.08"," "," ","0.045"," "," ","2.1"," "," ","2.7"," "," "," ","250"," "," "," "," "," "," "," ","0.95"," "," "," ","0.026","0.008","0.034","0.048","28","0.86"," "," "," "," ","0.082"," ","8"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," ","I"
"191","gtmpcnut","2018-11-06 05:30:00","2","9","22.204","4158.2","7.11","5.28"," "," ","0.023"," "," ","1.6"," "," ","2.0"," "," "," ","210"," "," "," "," "," "," "," ","0.67"," "," "," ","0.026","0.003","0.029","0.039","21","0.68"," "," "," "," ","0.065"," ","4"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","U"," "," "," "," "," "," ","I"
"192","gtmpcnut","2018-12-04 05:30:00","2","9","19.414","7399","7.13","6.7"," "," ","0.009"," "," ","2.2"," "," ","2.9"," "," "," ","140"," "," "," "," "," "," "," ","0.81"," "," "," ","0.25","0.005","0.25","0.036","28","1.1"," "," "," "," ","0.063"," ","5"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," ","I"
"193","gtmpinut","2018-01-16 10:23:00","1","1","11.5","38646","6.73","10.72"," "," ","0.040"," "," ","3.6"," ","3.0","4.0"," "," "," ","3"," "," "," "," "," "," ","0.51","0.51"," "," "," ","0.032","0.002","0.034","0.036","8.0","0.53"," "," "," "," ","0.057"," ","6"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","U"," "," "," "," "," "," ","I"
"194","gtmpinut","2018-02-13 09:13:00","1","1","19.5","33720","7.27","7.29"," "," ","0.035"," "," ","3.5"," ","8.3","4.4"," "," "," ","7"," "," "," "," "," "," ","0.50","0.62"," "," "," ","0.014","0.002","0.016","0.032","9.2","1.3"," "," "," "," ","0.056"," ","6"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," ","I"
"195","gtmpinut","2018-03-27 08:17:00","1","1","17.8","49750","6.93","7.34"," "," ","0.014"," "," ","2.1"," ","8.8","2.4"," "," "," ","2"," "," "," "," "," "," ","0.48","0.33"," "," "," ","0.004","0.002","0.004","0.012","4.2","0.51"," "," "," "," ","0.040"," ","11"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," ","I"," "," "," ","U","U","U"," "," ","I"," "," "," "," "," "," "," "
"196","gtmpinut","2018-04-25 08:00:00","1","1","22.1","44838","7.28","6.64"," "," ","0.021"," "," ","5.3"," ","8.9","6.2"," "," "," ","10"," "," "," "," "," "," ","0.46","0.46"," "," "," ","0.007","0.002","0.008","0.015","5.6","1.2"," "," "," "," ","0.043"," ","8"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","I","U","I"," "," ","I"," "," "," "," "," "," ","I"
"197","gtmpinut","2018-05-29 10:23:00","1","1","26.5","47019","6.88","5.54"," "," ","0.043"," "," ","6.9"," ","23","8.9"," "," "," ","2"," "," "," "," "," "," ","0.58","0.62"," "," "," ","0.006","0.003","0.009","0.023","5.6","2.9"," "," "," "," ","0.067"," ","18"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","I","I","I"," "," "," "," "," "," "," "," "," "," "
"198","gtmpinut","2018-06-12 09:36:00","1","1","27.6","31917","6.75","3.87"," "," ","0.11"," "," ","5.0"," ","10","7.1"," "," "," ","6"," "," "," "," "," "," ","0.55","0.72"," "," "," ","0.017","0.009","0.025","0.045","11","3.2"," "," "," "," ","0.087"," ","14"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"199","gtmpinut","2018-07-24 09:17:00","1","1","27.0","33202","6.94","4.15"," "," ","0.037"," "," ","4.4"," ","11","5.8"," "," "," ","8"," "," "," "," "," "," ","0.68","0.61"," "," "," ","0.082","0.073","0.032","0.041","10","2.0"," "," "," "," ","0.065"," ","8"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," ","I"
"200","gtmpinut","2018-08-07 07:38:00","1","1","31.1","25661","6.91","4.09"," "," ","0.019"," "," ","11"," ","64","14"," "," "," ","3"," "," "," "," "," "," ","0.65","0.88"," "," "," ","0.091","0.060","0.014","0.039","13","4.7"," "," "," "," ","0.084"," ","12"," "," "," "," "," "," "," ","A"," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "," "
"201","gtmpinut","2018-09-05 07:26:00","1","1","29.3","32668","7.50","4.42"," "," ","0.037"," "," ","3.7"," ","6.1","4.8"," "," "," ","3"," "," "," "," "," "," ","0.80","0.72"," "," "," ","0.078","0.094","0.055","0.046","10","1.7"," "," "," "," ","0.074"," ","7"," "," "," "," "," "," "," ","J"," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," ","IA"
"202","gtmpinut","2018-10-23 11:34:00","1","1","24.3","46613","7.58","5.49"," "," ","0.058"," "," ","4.6"," "," ","5.4"," "," "," ","2"," "," "," "," "," "," ","0.49","0.56"," "," "," ","0.020","0.006","0.027","0.037","6.2","0.98"," "," "," "," ","0.065"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","UQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," ","I"
"203","gtmpinut","2018-11-06 09:23:00","1","1","22.8","50994","7.74","4.77"," "," ","0.038"," "," ","3.5"," "," ","4.2"," "," "," ","11"," "," "," "," "," "," ","0.27","0.42"," "," "," ","0.011","0.008","0.018","0.024","3.6","0.90"," "," "," "," ","0.061"," ","16"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," ","A"
"204","gtmpinut","2018-12-04 08:31:00","1","1","19.0","44611","7.67","6.22"," "," ","0.040"," "," ","3.0"," "," ","3.6"," "," "," ","18"," "," "," "," "," "," ","0.48","0.44"," "," "," ","0.14","0.002","0.15","0.022","5.4","0.91"," "," "," "," ","0.049"," ","8"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"205","gtmpinut","2018-01-16 10:26:00","1","2","11.5","38646","6.73","10.72"," "," ","0.038"," "," ","3.4"," "," ","3.7"," "," "," ","7"," "," "," "," "," "," ","0.46","0.48"," "," "," ","0.028","0.002","0.030","0.036","7.8","0.60"," "," "," "," ","0.055"," ","7"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","U"," "," "," "," "," "," ","I"
"206","gtmpinut","2018-02-13 09:15:00","1","2","19.5","33720","7.27","7.29"," "," ","0.032"," "," ","2.7"," "," ","3.4"," "," "," ","10"," "," "," "," "," "," ","0.49","0.59"," "," "," ","0.014","0.002","0.016","0.032","9.1","1.0"," "," "," "," ","0.056"," ","6"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," ","I"
"207","gtmpinut","2018-03-27 08:20:00","1","2","17.8","49750","6.93","7.34"," "," ","0.014"," "," ","3.3"," "," ","4.0"," "," "," ","2"," "," "," "," "," "," ","0.39","0.32"," "," "," ","0.004","0.002","0.004","0.012","4.3","1.1"," "," "," "," ","0.039"," ","11"," "," "," "," "," "," "," "," "," "," "," "," ","UQ"," "," "," "," "," "," ","I","I"," "," "," ","U","U","U"," "," ","I"," "," "," "," "," "," "," "
"208","gtmpinut","2018-04-25 08:02:00","1","2","22.1","44838","7.28","6.64"," "," ","0.020"," "," ","4.2"," "," ","5.1"," "," "," ","7"," "," "," "," "," "," ","0.45","0.45"," "," "," ","0.007","0.002","0.008","0.016","5.6","1.7"," "," "," "," ","0.041"," ","7"," "," "," "," "," ","AJ"," "," ","AJ"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","I","U","I"," "," "," "," "," "," "," "," "," ","I"
"209","gtmpinut","2018-05-29 10:24:00","1","2","26.5","47019","6.88","5.54"," "," ","0.040"," "," ","6.7"," "," ","8.6"," "," "," ","3"," "," "," "," "," "," ","0.54","0.63"," "," "," ","0.006","0.003","0.009","0.023","5.5","2.6"," "," "," "," ","0.068"," ","17"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","I","I","I"," "," "," "," "," "," "," "," "," "," "
"210","gtmpinut","2018-06-12 09:39:00","1","2","27.6","31917","6.75","3.87"," "," ","0.10"," "," ","5.4"," "," ","8.0"," "," "," ","15"," "," "," "," "," "," ","0.57","0.77"," "," "," ","0.016","0.008","0.025","0.045","11","4.0"," "," "," "," ","0.087"," ","15"," "," "," "," "," ","A"," "," ","A"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","A"," "," "," "," "," "," "," "
"211","gtmpinut","2018-07-24 09:19:00","1","2","27.0","33202","6.94","4.15"," "," ","0.036"," "," ","4.3"," "," ","5.4"," "," "," ","2"," "," "," "," "," "," ","0.64","0.68"," "," "," ","0.074","0.071","0.034","0.040","11","1.5"," "," "," "," ","0.073"," ","8"," "," "," "," "," "," "," "," "," "," "," "," ","UQ"," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," ","IA"
"212","gtmpinut","2018-08-07 07:39:00","1","2","31.1","25661","6.91","4.09"," "," ","0.017"," "," ","11"," "," ","14"," "," "," ","3"," "," "," "," "," "," ","0.56","0.95"," "," "," ","0.088","0.058","0.014","0.040","13","4.8"," "," "," "," ","0.079"," ","13"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "," "
"213","gtmpinut","2018-09-05 07:30:00","1","2","29.3","32668","7.50","4.42"," "," ","0.035"," "," ","3.8"," "," ","5.0"," "," "," ","3"," "," "," "," "," "," ","0.72","0.78"," "," "," ","0.090","0.096","0.052","0.047","10","1.7"," "," "," "," ","0.075"," ","11"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "," "
"214","gtmpinut","2018-10-23 11:36:00","1","2","24.3","46613","7.58","5.49"," "," ","0.058"," "," ","5.4"," "," ","6.1"," "," "," ","5"," "," "," "," "," "," ","0.49","0.56"," "," "," ","0.015","0.007","0.022","0.039","6.3","0.93"," "," "," "," ","0.066"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "
"215","gtmpinut","2018-11-06 09:26:00","1","2","22.8","50994","7.74","4.77"," "," ","0.039"," "," ","4.6"," "," ","5.6"," "," "," ","8"," "," "," "," "," "," ","0.30","0.51"," "," "," ","0.009","0.008","0.017","0.025","3.7","1.3"," "," "," "," ","0.061"," ","16"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","I"," "," "," "," ","I"," "," "," "," ","I"," "," "," "," "," "," "," "
"216","gtmpinut","2018-12-04 08:33:00","1","2","19.0","44611","7.67","6.22"," "," ","0.035"," "," ","2.7"," "," ","3.2"," "," "," ","23"," "," "," "," "," "," ","0.40","0.51"," "," "," ","0.15","0.002","0.15","0.023","5.4","0.68"," "," "," "," ","0.046"," ","8"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"217","gtmssnut","2018-01-16 11:38:00","1","1","10.9","20241","7.21","10.94"," "," ","0.012"," "," ","3.3"," ","5.4","3.9"," "," "," ","16"," "," "," "," "," "," ","0.36","0.31"," "," "," ","0.027","0.002","0.028","0.016","3.3","0.74"," "," "," "," ","0.039"," ","9"," "," "," "," "," "," "," ","AJ"," "," "," "," ","BQ"," "," "," "," "," "," ","I","I"," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"218","gtmssnut","2018-02-13 10:51:00","1","1","17.8","46743","7.66","7.61"," "," ","0.039"," "," ","2.4"," ","7.8","3.4"," "," "," ","45"," "," "," "," "," "," ","0.39","0.46"," "," "," ","0.048","0.002","0.049","0.027","5.0","1.6"," "," "," "," ","0.064"," ","20"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","I"," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "
"219","gtmssnut","2018-03-27 09:54:00","1","1","17.6","52550","7.44","7.69"," "," ","0.017"," "," ","2.4"," ","7.6","2.9"," "," "," ","34"," "," "," "," "," "," ","0.16","0.26"," "," "," ","0.015","0.002","0.015","0.011","2.5","0.71"," "," "," "," ","0.038"," ","12"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","U","I"," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"220","gtmssnut","2018-04-25 09:10:00","1","1","20.6","51744","7.54","7.53"," "," ","0.055"," "," ","2.6"," ","8.7","3.5"," "," "," ","11"," "," "," "," "," "," ","0.36","0.48"," "," "," ","0.044","0.002","0.046","0.023","3.3","1.3"," "," "," "," ","0.069"," ","30"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," ","I"," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," ","A"
"221","gtmssnut","2018-05-29 11:39:00","1","1","26.8","49301","7.35","5.63"," "," ","0.075"," "," ","9.1"," ","29","11"," "," "," ","21"," "," "," "," "," "," ","0.52","0.61"," "," "," ","0.029","0.005","0.034","0.025","4.1","2.7"," "," "," "," ","0.069"," ","30"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "
"222","gtmssnut","2018-06-12 10:42:00","1","1","27.4","50113","7.40","5.28"," "," ","0.13"," "," ","3.3"," ","32","5.0"," "," "," ","82"," "," "," "," "," "," ","0.53","0.82"," "," "," ","0.041","0.007","0.048","0.041","5.4","2.7"," "," "," "," ","0.10"," ","65"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"223","gtmssnut","2018-07-24 10:41:00","1","1","27.5","51257","7.35","4.39"," "," ","0.13"," "," ","4.1"," ","18","5.7"," "," "," ","44"," "," "," "," "," "," ","0.47","0.55"," "," "," ","0.039","0.009","0.048","0.039","4.2","2.4"," "," "," "," ","0.084"," ","22"," "," "," "," "," ","A"," "," ","A"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","A"," "," "," "," "," "," "," "
"224","gtmssnut","2018-08-07 08:58:00","1","1","29.3","47820","7.54","4.41"," "," ","0.075"," "," ","4.1"," ","35","6.1"," "," "," ","31"," "," "," "," "," "," ","0.50","0.81"," "," "," ","0.032","0.005","0.037","0.034","6.3","3.0"," "," "," "," ","0.10"," ","38"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
